epoch,train_loss,val_loss,val_dice,val_hd95
52,0.23589379222413295,0.30381301491168367,0.8709527613803588,5.967586285942379
53,0.2370369774365281,0.3459100633898877,0.8787443304713137,5.709271494090962
54,0.21806961279565398,0.2979590002935158,0.8809204493846534,5.2815237631633645
55,0.19775658339154079,0.3104371574779168,0.8863695158253718,5.641041858384202
56,0.21120927824003322,0.2871783371234801,0.8670153356764505,5.392918857740429
57,0.23198877993934824,0.26859986806679426,0.8922275329713051,5.978625557476504
58,0.20841352043136582,0.2653744894093283,0.8883718476915186,5.3660705558020485
59,0.22969757413813702,0.24484368548280672,0.8837592321279493,5.231135194491941
60,0.1813174522020102,0.23724993451000098,0.8905527282554874,5.444557092290337
61,0.19710098016232633,0.2820789439393061,0.8833448857210661,5.252476685197446
62,0.19266065262006887,0.27282537166315246,0.8812026921533735,5.290268765410064
63,0.17645917885970477,0.2251644219644123,0.8916983497543804,5.241000738124661
64,0.1737818870957074,0.20687915823979353,0.8914767743369884,5.534670151898177
65,0.1468397226501943,0.22447335142288105,0.8952016746717579,4.902013842424576
66,0.1761007010209311,0.20578199401518082,0.8846744064436722,4.469981421816318
67,0.1795466942667855,0.23115244896410772,0.8902196472275624,5.082387306744481
68,0.18313225350534426,0.21856121367638515,0.8885375591334025,4.865140712513519
69,0.1666865818876115,0.25271601410031586,0.8933422680129293,4.706461842734581
70,0.17994567328474814,0.25639571156176605,0.8888823571696638,4.839788713268056
71,0.15020801765128175,0.2168004927744918,0.8891271803999817,4.7927464756242895
72,0.1808352420156224,0.21619055551479363,0.9078004264912486,5.037723646263225
73,0.14575171866023254,0.23983059574065763,0.9040216776097519,4.522138909225921
74,0.18020123397936397,0.22403610838364632,0.8972151108547317,4.866747249522945
75,0.15227588118010077,0.2270385771452475,0.8929185451995213,4.473153657273942
76,0.1469860093078258,0.25467719324776417,0.9001085043536767,4.431560535665381
77,0.14078789834861347,0.24146243784512028,0.9037982498227232,4.774071461970236
78,0.16652418295847943,0.23181541332650812,0.9118709758345597,4.9378722809255615
79,0.16750370048317198,0.23880827464836524,0.8961313159302803,4.692529567602877
80,0.14625164001430963,0.21027927923863365,0.9065142033158826,4.502001816413903
